12283,2,4,1005,8797000,1041000,163000,10001000
12431,3,1,101,27396000,2037000,335000,29768000
12450,1,4,1005,29524000,1459000,18181000,49164000
12452,2,4,1005,27716000,1424000,19817000,48957000
12452,4,4,1005,29056000,1505000,18686000,49247000
12482,1,1,101,26290000,2097000,601000,28988000
12492,2,1,101,14579000,1954000,10521000,27054000
12492,4,4,1005,16046000,797000,10550000,27393000
12493,3,1,101,15992000,4843000,6788000,27623000
12501,2,4,1005,1970000,1702000,114000,3786000
12502,3,1,101,2059000,1809000,266000,4134000
12502,4,1,101,2135000,1835000,658000,4628000
12613,2,4,1005,13085000,1042000,78791000,92918000
12614,4,1,101,3048000,4718000,53799000,61565000
12615,3,1,101,7850000,1982000,52766000,62598000
12616,1,4,1005,9944000,1564000,51985000,63493000
12703,1,4,1005,132000,1638000,3985000,5755000
12703,3,1,101,156000,11790000,4391000,16337000
12704,2,7,107,79000,4105000,2488000,6672000
12704,4,7,107,98000,3592000,1566000,5256000
12710,1,1,101,121000,3428000,189000,3738000
12855,1,1,101,60890000,13093000,12147000,86130000
12855,3,1,101,60979000,13298000,12473000,86750000
12855,4,1,101,61049000,14122000,12035000,87206000
12856,2,1,101,61296000,14211000,13015000,88522000
12929,3,4,1005,17152000,1721000,198000,19071000
12929,1,1,101,48661000,2014000,511000,51186000
12941,2,1,101,17118000,1850000,12537000,31505000
12976,3,3,103,130000,1032000,14344000,15506000
12978,1,1,101,120000,1959000,14022000,16101000
12978,2,4,1005,280000,784000,13932000,14996000
12979,4,7,107,98000,3416000,10943000,14457000
13052,2,4,1005,18347000,942000,26788000,46077000
13054,1,4,1005,18133000,1188000,28528000,47849000
13104,4,1,101,31002000,2192000,17942000,51136000
13110,2,1,101,19719000,1996000,24066000,45781000
13111,3,1,101,31300000,4080000,22622000,58002000
13111,1,1,101,3552000,6173000,20633000,30358000
13144,2,1,101,4007000,2041000,4654000,10702000
13233,3,4,1005,7014000,1378000,91680000,100072000
13237,4,1,101,6170000,2362000,95128000,103660000
13238,1,7,107,6966000,3449000,93717000,104132000
13325,4,1,101,57157000,4309000,1883000,63349000
13328,2,7,107,76277000,11694000,5198000,93169000
13357,3,1,101,109000,3345000,32274000,35728000
13358,1,1,101,58232000,4826000,32720000,95778000
13358,4,1,101,123000,1911000,30121000,32155000
13361,2,3,103,11474000,1803000,456000,13733000
13361,3,4,1005,11565000,1889000,612000,14066000
13448,1,7,107,13986000,1300000,2263000,17549000
13508,3,1,101,13706000,3200000,60205000,77111000
13516,2,1,101,13854000,3430000,68698000,85982000
13519,4,7,107,13794000,3399000,70715000,87908000
13678,1,1,101,48379000,9621000,64648000,122648000
13679,4,7,107,48502000,9691000,66064000,124257000
13727,3,4,1005,18210000,866000,7069000,26145000
13728,4,4,1005,18284000,1426000,8085000,27795000
13739,1,1,101,18132000,9393000,11460000,38985000
13741,2,1,101,18352000,9466000,12411000,40229000
13799,2,4,1005,136000,1494000,23122000,24752000
13828,4,1,101,124000,4518000,46062000,50704000
13828,3,4,1005,1086000,1845000,41824000,44755000
13829,1,1,101,378000,3686000,40347000,44411000
13942,2,4,1005,82449000,991000,31338000,114778000
13943,3,1,101,78402000,10232000,21490000,110124000
13943,1,1,101,13387000,6199000,21331000,40917000
13944,4,1,101,11652000,8122000,21667000,41441000
13985,1,1,101,14724000,3624000,18332000,36680000
13986,2,7,107,18439000,3496000,16023000,37958000
13987,3,4,1005,20544000,835000,15722000,37101000
14093,1,1,101,57390000,2679000,40304000,100373000
14174,4,7,107,61968000,1762000,117743000,181473000
14175,3,4,1005,177000,1540000,85582000,87299000
14177,1,4,1005,1820000,835000,86742000,89397000
14177,2,7,107,1876000,3127000,84689000,89692000
14189,4,4,1005,133000,1491000,920000,2544000
14192,3,4,1005,1648000,696000,2819000,5163000
14222,1,1,101,30708000,1778000,2383000,34869000
14240,2,7,107,30763000,1611000,20791000,53165000
14242,3,4,1005,26780000,1849000,21201000,49830000
14243,4,1,101,143000,2147000,816000,3106000
14244,1,1,101,103000,1762000,99000,1964000
14249,2,7,107,132000,1784000,170000,2086000
14251,1,7,107,127000,1828000,164000,2119000
14309,1,7,107,41732000,1799000,12999000,56530000
14309,3,1,101,5631000,1778000,13486000,20895000
14310,4,3,103,34743000,1776000,14143000,50662000
14310,2,7,107,5794000,3320000,12996000,22110000
14346,1,7,107,315000,1709000,3377000,5401000
14349,2,4,1005,17170000,1806000,6053000,25029000
14350,4,1,101,11428000,1918000,7340000,20686000
14351,3,9,109,16155000,3207000,6455000,25817000
14351,1,1,101,111000,1667000,4707000,6485000
14405,3,1,101,20890000,1733000,165000,22788000
14406,4,1,101,19438000,4076000,477000,23991000
14407,1,1,101,22468000,1927000,202000,24597000
14408,2,4,1005,23462000,1955000,101000,25518000
14410,4,1,101,105000,1739000,110000,1954000
14414,4,4,1005,108000,1295000,91000,1494000
14433,1,3,103,184000,1745000,14221000,16150000
14433,3,1,101,237000,1797000,11893000,13927000
14434,1,4,104,189000,5802000,8347000,14338000
14467,3,4,1005,2487000,887000,13253000,16627000
14468,1,4,1005,3233000,823000,13015000,17071000
14468,4,4,1005,3451000,678000,13188000,17317000
14469,2,7,107,3329000,1643000,12758000,17730000
14513,3,1,101,33860000,1995000,6720000,42575000
14570,2,4,1005,20311000,1432000,27737000,49480000
14571,4,4,1005,20880000,868000,28031000,49779000
14571,1,4,1005,21651000,685000,27669000,50005000
14572,3,1,101,7834000,2560000,16065000,26459000
14579,1,7,107,3248000,3494000,119000,6861000
14581,3,1,101,6658000,1709000,163000,8530000
14584,3,1,101,123000,1965000,109000,2197000
14585,2,7,107,124000,1132000,88000,1344000
14590,2,7,107,116000,3236000,149000,3501000
14596,2,7,107,113000,3414000,2005000,5532000
14600,1,4,1005,273000,712000,3564000,4549000
14659,4,1,101,152000,1854000,61786000,63792000
14660,2,1,101,161000,1848000,60150000,62159000
14704,2,1,101,27154000,1857000,1686000,30697000
14710,1,7,107,41764000,3104000,6055000,50923000
14711,3,7,107,41865000,3149000,6491000,51505000
14713,2,1,101,115000,1848000,109000,2072000
14805,2,4,1005,136000,891000,80682000,81709000
14815,3,1,101,24587000,1859000,160000,26606000
14815,1,1,101,24665000,1977000,472000,27114000
14816,4,4,1005,74394000,1984000,805000,77183000
14959,4,4,1005,92071000,901000,11199000,104171000
14959,3,1,101,92007000,1871000,10765000,104643000
14959,1,1,101,92230000,1990000,11035000,105255000
14964,2,7,107,92151000,3658000,13993000,109802000
15042,2,7,107,19754000,1769000,1890000,23413000
15042,1,1,101,19487000,1869000,2402000,23758000
15059,3,7,107,19534000,3455000,17083000,40072000
15062,4,1,101,19627000,3527000,20265000,43419000
15063,2,4,1005,250000,855000,106000,1211000
15102,3,1,101,155000,2508000,27588000,30251000
15168,2,4,1005,40493000,1034000,23607000,65134000
15168,4,4,1005,40414000,1027000,24274000,65715000
15176,1,1,101,40352000,2471000,30409000,73232000
15177,3,4,1005,1454000,1819000,29824000,33097000
15180,2,1,101,19188000,2511000,117000,21816000
15238,1,1,101,18423000,2070000,15019000,35512000
15239,2,1,101,18626000,1876000,15664000,36166000
15239,4,4,1005,19849000,933000,15633000,36415000
15239,3,1,101,19755000,3847000,12966000,36568000
15316,1,4,1005,33050000,1021000,43010000,77081000
15316,2,1,101,150000,1981000,32866000,34997000
15317,3,4,1005,134000,973000,28783000,29890000
15365,4,1,101,28422000,3204000,205000,31831000
15366,1,1,101,28340000,3505000,596000,32441000
15367,2,7,107,31822000,1971000,213000,34006000
15368,3,4,1005,16333000,978000,190000,17501000
15435,3,4,1005,12807000,990000,1081000,14878000
15439,4,3,103,12847000,1860000,4059000,18766000
15454,2,1,101,12919000,1963000,19536000,34418000
15456,4,1,101,6005000,1677000,125000,7807000
15457,3,4,1005,7715000,762000,92000,8569000
15459,1,1,101,8638000,1668000,118000,10424000
15570,1,1,101,27397000,3177000,2304000,32878000
15580,3,9,109,27108000,4660000,11313000,43081000
15580,2,4,1005,30726000,1832000,10868000,43426000
15581,4,1,101,34719000,2427000,6578000,43724000
15636,4,4,1005,34016000,1036000,138000,35190000
15637,1,4,1005,33987000,960000,643000,35590000
15637,3,4,1005,27440000,907000,864000,29211000
15638,2,4,1005,34221000,1417000,864000,36502000
15717,4,4,1005,1511000,1102000,20178000,22791000
15718,1,7,107,1389000,1716000,20036000,23141000
15718,2,1,101,1617000,1822000,20356000,23795000
15719,3,7,107,1466000,5425000,17155000,24046000
15773,3,9,109,138000,3243000,15569000,18950000
15776,2,4,1005,304000,719000,17775000,18798000
15777,1,1,101,138000,2004000,17410000,19552000
15777,4,1,101,2051000,1952000,15697000,19700000
15799,1,1,101,13757000,1834000,152000,15743000
15804,4,1,101,15432000,4606000,122000,20160000
15901,3,4,1005,5479000,1370000,48614000,55463000
15902,1,1,101,6897000,1790000,47334000,56021000
15902,2,4,1005,8472000,1234000,46530000,56236000
15903,4,7,107,8639000,1493000,46363000,56495000
15929,2,7,107,24020000,1226000,170000,25416000
15962,2,1,101,12894000,1865000,1854000,16613000
15962,3,4,1005,15071000,749000,1127000,16947000
15963,1,4,1005,15493000,750000,949000,17192000
15963,4,1,101,14868000,1564000,1164000,17596000
16025,1,1,101,152000,1398000,39795000,41345000
16032,2,4,1005,1372000,796000,46059000,48227000
16072,2,4,1005,131000,1436000,132000,1699000
16073,3,1,101,245000,2203000,96000,2544000
16073,4,1,101,130000,2492000,375000,2997000
16073,1,1,101,198000,2298000,622000,3118000
16152,1,4,1005,37855000,939000,1622000,40416000
16168,3,7,107,38008000,1810000,16857000,56675000
16172,2,1,101,39005000,2385000,20595000,61985000
16193,4,1,101,31482000,2309000,41679000,75470000
16194,1,4,1005,19348000,931000,1037000,21316000
16194,3,1,101,16143000,1784000,283000,18210000
16195,2,3,103,98000,816000,126000,1040000
16287,2,1,101,32681000,1960000,10690000,45331000
16288,4,4,1005,34718000,1018000,9910000,45646000
16288,3,1,101,34751000,2078000,8977000,45806000
16288,1,1,101,14205000,1986000,9180000,25371000
16292,1,1,101,120000,1603000,98000,1821000
16366,2,4,1005,194000,881000,27299000,28374000
16367,4,4,1005,34735000,1176000,28798000,64709000
16369,1,7,107,300000,1338000,30179000,31817000
16370,3,1,101,33807000,1921000,30579000,66307000
16408,3,7,107,12844000,1451000,160000,14455000
16409,1,7,107,17403000,1658000,483000,19544000
16410,2,7,107,15063000,3351000,142000,18556000
16416,4,1,101,1036000,1771000,114000,2921000
16420,4,7,107,146000,3054000,171000,3371000
16480,4,4,1005,10854000,876000,29174000,40904000
16481,2,1,101,10685000,1196000,29675000,41556000
16481,3,1,101,10753000,1710000,29625000,42088000
16482,1,9,109,10720000,3372000,28193000,42285000
16495,1,7,107,137000,4983000,155000,5275000
16634,3,1,101,146000,2876000,109136000,112158000
16777,2,1,101,110142000,2550000,30529000,143221000
16781,1,1,101,197798000,3005000,34537000,235340000
16782,4,4,1005,112094000,1069000,34658000,147821000
16787,3,7,107,106777000,5978000,34727000,147482000
16795,2,1,101,11414000,3129000,191000,14734000
16846,1,1,101,185000,1737000,4204000,6126000
16848,2,1,101,123000,1903000,5448000,7474000
16848,4,7,107,1265000,1582000,4559000,7406000
16848,3,1,101,1099000,1591000,5026000,7716000
16858,3,1,101,99000,1901000,6394000,8394000
16951,3,4,1005,468000,1110000,23867000,25445000
16952,1,4,1005,137000,941000,22470000,23548000
16952,2,7,107,189000,2044000,13959000,16192000
16953,4,7,107,124000,1665000,12675000,14464000
17064,3,1,101,39442000,1333000,57938000,98713000
17064,2,1,101,36225000,1685000,56532000,94442000
17064,4,7,107,395000,2047000,1234000,3676000
17138,3,4,1005,22781000,1009000,18204000,41994000
17153,4,7,107,29702000,1217000,32734000,63653000
17165,2,4,1005,13860000,1233000,44738000,59831000
17165,1,7,107,29572000,1832000,44680000,76084000
17202,3,4,1005,30414000,912000,6157000,37483000
17203,4,1,101,10667000,1690000,4884000,17241000
17203,1,7,107,12327000,1703000,3449000,17479000
17204,2,1,101,12568000,2486000,3115000,18169000
17257,2,4,1005,13666000,969000,11162000,25797000
17260,1,7,107,5709000,1106000,13864000,20679000
17260,4,7,107,13618000,1153000,14191000,28962000
17261,3,7,107,13585000,3137000,12472000,29194000
17303,2,7,107,9749000,1753000,11747000,23249000
17304,1,1,101,9795000,2171000,11878000,23844000
17304,3,1,101,9856000,2625000,11755000,24236000
17305,4,1,101,9973000,2796000,11934000,24703000
17394,2,4,1005,43010000,1325000,144000,44479000
17395,4,1,101,42947000,1302000,755000,45004000
17397,3,1,101,42919000,1705000,2224000,46848000
17397,1,7,107,43061000,1762000,2740000,47563000
17416,4,4,1005,1839000,1137000,5169000,8145000
17530,4,1,101,38978000,1923000,5690000,46591000
17531,1,4,1005,40321000,789000,6693000,47803000
17532,2,4,1005,40474000,829000,7056000,48359000
17534,3,1,101,40313000,2117000,7785000,50215000
17557,4,3,103,19730000,1183000,166000,21079000
17656,1,1,101,18593000,1331000,98465000,118389000
17658,2,1,101,19798000,1959000,100045000,121802000
17658,3,4,1005,189000,1018000,79991000,81198000
17740,4,7,107,85659000,1576000,34393000,121628000
17767,1,7,107,24589000,1244000,15344000,41177000
17768,2,7,107,25900000,1103000,14630000,41633000
17769,3,4,1005,27070000,913000,14267000,42250000
17898,3,1,101,30083000,3249000,31984000,65316000
17902,1,1,101,30571000,3148000,32451000,66170000
17903,4,7,107,30899000,1659000,31383000,63941000
17903,2,1,101,30627000,3674000,30187000,64488000
17988,3,1,101,197000,9171000,113000,9481000
17989,4,1,101,291000,9521000,355000,10167000
17989,1,1,101,143000,9535000,643000,10321000
17989,2,1,101,146000,8137000,865000,9148000
17998,3,1,101,5745000,1316000,1977000,9038000
18017,3,1,101,107000,2216000,17449000,19772000
18086,4,4,1005,24505000,1105000,24185000,49795000
18087,2,4,1005,25368000,1117000,25052000,51537000
18093,1,7,107,26271000,3953000,27443000,57667000
18094,3,1,101,122000,1292000,24779000,26193000
18261,2,7,107,10155000,1296000,75348000,86799000
18280,1,1,101,9965000,1771000,94330000,106066000
18281,4,1,101,11146000,1105000,94598000,106849000
18281,3,4,1005,9875000,884000,94906000,105665000
18334,3,4,1005,17296000,1120000,12298000,30714000
18335,4,4,1005,38202000,1130000,12950000,52282000
18407,1,7,107,15119000,1507000,14683000,31309000
18417,3,7,107,15263000,1673000,24570000,41506000
18425,2,1,101,15066000,1767000,32127000,48960000
18431,1,4,1005,12571000,936000,130000,13637000
18432,4,1,101,11665000,2508000,157000,14330000
18456,4,1,101,3380000,1803000,12524000,17707000
18575,4,1,101,52749000,2214000,12528000,67491000
18660,3,7,107,52752000,1302000,95336000,149390000
18661,1,1,101,52923000,1716000,95529000,150168000
18661,2,7,107,54065000,1058000,95384000,150507000
18662,4,1,101,174000,1970000,98000,2242000
18664,3,7,107,93000,1601000,96000,1790000
18689,2,3,103,153000,3167000,114000,3434000
18771,3,1,101,14278000,2625000,45042000,61945000
18774,4,1,101,48748000,1426000,3959000,54133000
18783,2,4,1005,45180000,823000,12007000,58010000
18840,1,3,103,52825000,1753000,422000,55000000
18841,4,1,101,52734000,2308000,569000,55611000
18851,2,1,101,140000,1251000,241000,1632000
18853,3,1,101,108000,2197000,304000,2609000
18929,4,7,107,9826000,1473000,47333000,58632000
18929,2,1,101,24787000,1866000,47659000,74312000
18975,1,1,101,28259000,1319000,16020000,45598000
18976,3,1,101,28336000,1327000,16655000,46318000
19053,4,7,107,141000,1481000,58581000,60203000
19056,1,1,101,99000,1095000,59668000,60862000
19056,3,1,101,133000,1859000,59785000,61777000
19076,2,7,107,32624000,1818000,8999000,43441000
19077,4,4,1005,29448000,1127000,8292000,38867000
19078,3,1,101,159000,2033000,353000,2545000
19196,4,1,101,28820000,1394000,76681000,106895000
19199,3,1,101,43082000,1835000,134000,45051000
19201,1,7,107,45240000,1524000,105000,46869000
19202,2,1,101,45254000,1720000,313000,47287000
19279,2,7,107,27259000,1566000,23218000,52043000
19279,4,4,1005,27684000,986000,23710000,52380000
19280,3,4,1005,28765000,872000,23010000,52647000
19281,1,9,109,20370000,1285000,24047000,45702000
19290,4,1,101,733000,1823000,118000,2674000
19359,4,1,101,28497000,1514000,5952000,35963000
19360,2,4,1005,25046000,1491000,6443000,32980000
19360,3,1,101,46987000,1895000,6647000,55529000
19360,1,1,101,46928000,2162000,6670000,55760000
19394,1,7,107,174000,1287000,316000,1777000
19399,2,7,107,2236000,3673000,163000,6072000
19400,4,4,1005,6024000,1164000,90000,7278000
19401,3,4,1005,7282000,1050000,93000,8425000
19457,4,7,107,8132000,1231000,107000,9470000
19459,3,7,107,10213000,1639000,131000,11983000
19533,2,4,1005,82409000,1145000,1740000,85294000
19534,1,1,101,81431000,2766000,1461000,85658000
19535,3,1,101,41545000,3243000,1828000,46616000
19693,2,7,107,9475000,1283000,94793000,105551000
19695,4,7,107,12761000,1564000,63408000,77733000
19700,3,1,101,3498000,2392000,140000,6030000
19702,1,4,1005,116000,908000,274000,1298000
19703,2,1,101,117000,1908000,259000,2284000
19782,3,7,107,42300000,2350000,26256000,70906000
19792,1,7,107,11107000,2257000,36087000,49451000
19792,4,4,1005,31844000,2330000,36612000,70786000
19793,2,4,104,30510000,3926000,35313000,69749000
19887,4,4,1005,34704000,889000,18406000,53999000
19887,1,1,101,31083000,1864000,18031000,50978000
19888,3,1,101,5671000,1222000,11226000,18119000
19888,2,1,101,5788000,1367000,11331000,18486000
19993,3,4,1005,16868000,1004000,43257000,61129000
19994,2,7,107,17721000,1169000,44099000,62989000
20034,4,1,101,16932000,2525000,82759000,102216000
20037,1,1,101,3455000,2293000,54831000,60579000
20226,3,4,1005,83441000,1837000,104086000,189364000
20227,2,7,107,85015000,2291000,102330000,189636000
20227,4,4,1005,57268000,1482000,101446000,160196000
20228,1,1,101,69617000,2581000,101940000,174138000
20234,3,1,101,200000,1847000,202000,2249000
20245,4,1,101,238000,2222000,4267000,6727000
20329,2,4,1005,61490000,781000,2825000,65096000
20331,4,4,1005,62323000,636000,3119000,66078000
20331,1,1,101,63048000,1086000,2206000,66340000
20331,3,1,101,12555000,1678000,1765000,15998000
20359,3,1,101,7682000,1159000,5207000,14048000
20360,2,7,107,12273000,1443000,583000,14299000
20360,1,7,107,11799000,2000000,902000,14701000
20379,4,4,1005,129000,875000,2249000,3253000
20412,4,1,101,120000,1158000,34061000,35339000
20477,1,4,1005,1063000,1219000,2986000,5268000
20477,2,4,1005,2317000,903000,2339000,5559000
20478,4,4,1005,3280000,638000,1900000,5818000
20479,3,4,1005,3985000,600000,2316000,6901000
20489,4,1,101,3866000,2017000,193000,6076000
20551,1,1,101,140000,1230000,31496000,32866000
20551,2,1,101,117000,1888000,29928000,31933000
20552,4,1,101,141000,1213000,28367000,29721000
20553,3,4,1005,111000,770000,29103000,29984000
20607,2,4,1005,34641000,1012000,495000,36148000
20612,4,1,101,38583000,1180000,5265000,45028000
20612,3,7,107,38515000,1379000,5517000,45411000
20612,1,4,104,35788000,3323000,3796000,42907000
20667,4,4,1005,24143000,989000,22230000,47362000
20668,2,4,1005,9446000,1015000,23623000,34084000
20679,1,4,1005,17963000,836000,117000,18916000
20679,3,4,1005,19343000,849000,526000,20718000
20793,4,4,1005,19013000,850000,19668000,39531000
20793,3,1,101,21619000,1784000,16464000,39867000
20794,1,4,1005,22717000,1234000,16106000,40057000
20794,2,1,101,23439000,1062000,15800000,40301000
20838,2,1,101,5367000,1051000,190000,6608000
20839,4,1,101,5264000,1442000,1086000,7792000
20853,3,1,101,5194000,1837000,14605000,21636000
20890,1,1,101,20251000,1316000,4134000,25701000
20895,2,7,107,20317000,1566000,9002000,30885000
20920,3,7,107,21857000,1533000,32060000,55450000
20921,4,9,109,21297000,3106000,31532000,55935000
20927,1,1,101,24114000,1211000,138000,25463000
20929,2,1,101,10073000,1111000,95000,11279000
20940,2,1,101,8017000,1785000,1193000,10995000
20952,4,1,101,123000,1089000,11999000,13211000
21024,4,4,1005,45989000,788000,118000,46895000
21026,2,7,107,39527000,1659000,235000,41421000
21026,3,1,101,46726000,1898000,596000,49220000
21027,1,1,101,181000,1161000,103000,1445000
21029,4,1,101,784000,1480000,99000,2363000
21033,1,1,101,121000,1113000,100000,1334000
21034,4,7,107,1178000,1235000,97000,2510000
21050,2,4,1005,1762000,1218000,9238000,12218000
21071,1,9,109,2342000,2999000,28768000,34109000
21089,2,7,107,132000,1099000,38995000,40226000
21089,4,1,101,22709000,2397000,4457000,29563000
21127,3,1,101,30278000,3164000,5341000,38783000
21161,4,4,1005,10373000,1109000,5216000,16698000
21162,3,1,101,11492000,1015000,4837000,17344000
21163,1,1,101,12373000,940000,4209000,17522000
21163,2,9,109,13194000,3065000,1493000,17752000
21186,1,1,101,172000,1167000,9037000,10376000
21203,4,1,101,3417000,1613000,26016000,31046000
21204,1,4,1005,2339000,1007000,17794000,21140000
21250,1,1,101,136000,1261000,12510000,13907000
21260,2,4,1005,331000,1237000,22026000,23594000
21261,4,7,107,105000,1071000,20696000,21872000
21262,3,7,107,1399000,2054000,21539000,24992000
21262,1,4,1005,120000,933000,11741000,12794000
21313,3,1,101,24120000,1175000,11514000,36809000
21314,2,1,101,22927000,1177000,11346000,35450000
21314,4,1,101,21178000,1294000,11352000,33824000
21315,1,4,1005,16477000,1176000,11643000,29296000
21357,3,1,101,145000,1930000,10789000,12864000
21358,1,4,1005,163000,1062000,10117000,11342000
21358,2,1,101,86000,1599000,9931000,11616000
21359,4,4,1005,134000,665000,9899000,10698000
21405,2,1,101,44362000,1865000,123000,46350000
21407,4,1,101,1721000,1141000,140000,3002000
21408,3,4,1005,2861000,881000,143000,3885000
21408,1,4,1005,3033000,732000,410000,4175000
21446,3,1,101,14251000,1703000,4150000,20104000
21446,1,1,101,15952000,1244000,3125000,20321000
21447,4,1,101,5734000,1150000,2358000,9242000
21447,2,7,107,13075000,2056000,2679000,17810000
21456,4,4,1005,120000,885000,109000,1114000
21458,1,4,1005,110000,644000,94000,848000
21461,1,7,107,132000,1537000,265000,1934000
21498,1,4,1005,12778000,895000,1503000,15176000
21499,2,1,101,12637000,1281000,1593000,15511000
21500,4,7,107,13225000,1276000,1626000,16127000
21501,3,1,101,13032000,1179000,2454000,16665000
21540,3,7,107,23115000,1623000,1214000,25952000
21540,4,1,101,19833000,1193000,837000,21863000
21541,2,1,101,19264000,1081000,640000,20985000
21601,1,1,101,9873000,1431000,49729000,61033000
21602,3,1,101,9665000,1170000,50213000,61048000
21615,4,1,101,131000,1706000,1697000,3534000
21634,2,1,101,82000,1092000,19804000,20978000
21635,1,7,107,118000,1608000,19958000,21684000
21669,4,1,101,28358000,1182000,14986000,44526000
21672,3,1,101,28430000,1261000,17950000,47641000
21700,2,1,101,692000,1371000,10082000,12145000
21704,4,4,1005,2149000,638000,12987000,15774000
21704,1,1,101,2856000,2593000,10673000,16122000
21704,3,1,101,4408000,1259000,9507000,15174000
21742,3,4,1005,8465000,761000,157000,9383000
21745,1,1,101,9298000,1842000,1091000,12231000
21745,2,1,101,9895000,1206000,1432000,12533000
21745,4,7,107,10618000,1588000,486000,12692000
21838,4,1,101,42192000,5405000,28961000,76558000
21838,1,1,101,36804000,5892000,28914000,71610000
21838,3,7,107,42095000,5941000,29233000,77269000
21841,2,1,101,11725000,1284000,163000,13172000
21905,1,7,107,448000,1370000,42062000,43880000
21906,4,1,101,5867000,1814000,29507000,37188000
21922,3,7,107,10223000,1142000,127000,11492000
21923,2,1,101,10206000,1236000,422000,11864000
21923,1,1,101,4851000,1422000,570000,6843000
21923,4,7,107,10313000,1495000,806000,12614000
21975,1,1,101,8389000,1134000,41226000,50749000
21987,2,1,101,14615000,1212000,27366000,43193000
21988,3,7,107,15770000,1330000,26377000,43477000
21988,4,1,101,16730000,2163000,24621000,43514000
21989,1,1,101,117000,1194000,212000,1523000
22009,2,1,101,2565000,1120000,10387000,14072000
22090,2,4,1005,17868000,825000,20907000,39600000
22090,4,1,101,17861000,1156000,21381000,40398000
22107,1,1,101,17960000,1420000,37556000,56936000
22107,3,3,103,19211000,1612000,37735000,58558000
22107,4,4,1005,89000,788000,820000,1697000
22108,2,1,101,131000,1114000,1003000,2248000
22113,1,7,107,2893000,1192000,337000,4422000
22114,2,7,107,3289000,1416000,665000,5370000
22205,2,4,1005,49052000,954000,32457000,82463000
22206,3,4,1005,50090000,674000,32103000,82867000
22206,1,1,101,50283000,2245000,30559000,83087000
22206,4,1,101,48286000,2507000,30002000,80795000
22236,3,1,101,4801000,1217000,9749000,15767000
22239,2,1,101,1896000,2050000,11180000,15126000
22239,1,9,109,4906000,3110000,10738000,18754000
22276,1,4,1005,22599000,1365000,11996000,35960000
22276,3,4,1005,15286000,1207000,11088000,27581000
22344,2,4,1005,12549000,1091000,5107000,18747000
22347,1,4,1005,12618000,1252000,8548000,22418000
22353,4,4,1005,12610000,1250000,14315000,28175000
22354,3,1,101,12741000,9324000,7155000,29220000
22355,2,1,101,99000,1153000,2117000,3369000
22356,4,1,101,91000,1178000,413000,1682000
22414,2,1,101,46934000,1157000,116000,48207000
22416,4,1,101,48128000,1039000,150000,49317000
22420,3,4,1005,51299000,1000000,105000,52404000
22421,1,1,101,46680000,1230000,112000,48022000
22422,2,1,101,4953000,948000,74000,5975000
22423,2,1,101,158000,959000,91000,1208000
22425,2,1,101,146000,956000,96000,1198000
22428,2,7,107,270000,1586000,111000,1967000
22430,2,7,107,500000,1341000,97000,1938000
22570,4,1,101,10223000,1415000,121629000,133267000
22573,1,1,101,9268000,1419000,124429000,135116000
22694,3,1,101,19465000,1832000,62267000,83564000
22696,1,1,101,21276000,1296000,62633000,85205000
