5626,4,4,1005,33197000
5646,2,7,107,38128000
5636,3,4,1005,34618000
5587,1,4,1005,37714000
5667,4,4,1005,41130000
5707,3,1,101,70337000
5677,1,4,1005,89642000
5738,3,1,101,26617000
5747,3,1,101,8698000
5749,2,4,1005,87192000
5762,2,7,107,1491000
5767,2,7,107,3645000
5776,4,4,1005,95653000
5700,1,7,107,22559000
5771,2,7,107,3807000
5706,1,4,1005,4820000
5791,3,1,101,43436000
5837,2,1,101,62291000
5886,2,1,101,48992000
5890,2,1,101,2963000
5907,4,1,101,130264000
5859,1,7,107,152459000
5922,3,7,107,130076000
5922,1,1,101,60308000
5993,3,1,101,71109000
6021,4,4,1005,105315000
6017,2,4,1005,126809000
6065,1,1,101,143288000
6152,4,4,1005,130907000
6147,2,7,107,129648000
6149,3,1,101,155358000
6223,2,7,107,61336000
6237,3,7,107,87153000
6182,1,1,101,115546000
6253,2,4,1005,29124000
6273,4,1,101,120397000
6297,3,1,101,59619000
6334,2,4,1005,75899000
6350,4,4,1005,76479000
6352,3,4,1005,43001000
6365,2,1,101,30586000
6307,1,1,101,124459000
6344,1,1,101,36325000
6414,3,1,101,61522000
6441,2,1,101,73439000
6497,4,4,1005,146132000
6428,1,4,1005,83957000
6507,2,1,101,65061000
6511,3,4,1005,95890000
6550,4,1,101,51263000
6544,3,4,1005,27500000
6555,2,7,107,47481000
6536,1,1,101,106973000
6620,4,3,103,69690000
6610,3,4,1005,65181000
6623,3,4,1005,12364000
6575,1,1,101,38441000
6652,4,1,101,31037000
6648,2,1,101,92233000
6765,4,1,101,91986000
6765,2,4,1005,96240000
6700,1,1,101,102281000
6771,3,9,109,92170000
6830,4,4,1005,62947000
6821,3,4,1005,49338000
6835,2,4,1005,69318000
6765,1,4,1005,64197000
6824,1,7,107,56197000
6885,3,7,107,63029000
6912,4,4,1005,81533000
6928,2,1,101,92009000
6883,1,1,101,58302000
6965,4,1,101,46695000
6960,3,9,109,74436000
6981,2,4,1005,52389000
6996,4,1,101,30214000
6923,1,1,101,33511000
7079,2,4,1005,96964000
7079,3,4,1005,118099000
7100,4,7,107,103469000
7008,1,1,101,84882000
7106,2,7,107,25702000
7141,2,1,101,27663000
7076,1,4,1005,47236000
7182,4,1,101,81524000
7166,3,4,1005,86594000
7139,1,1,101,62793000
7211,2,4,1005,68995000
7190,1,1,101,50134000
7268,2,4,1005,47789000
7268,3,1,101,68027000
7297,4,1,101,106019000
7259,1,4,1005,66650000
7340,3,7,107,71131000
7361,2,1,101,92471000
7300,1,4,1005,40340000
7380,4,1,101,81238000
7376,2,3,103,10286000
7365,3,1,101,24715000
7394,1,1,101,25532000
7479,4,4,1005,64271000
7469,3,1,101,69611000
7430,1,1,101,34991000
7505,2,1,101,95921000
7478,1,7,107,47309000
7566,2,4,1005,60397000
7559,3,1,101,89744000
7581,4,4,1005,99234000
7598,4,1,101,3108000
7602,4,7,107,3542000
7529,1,7,107,49968000
7604,2,7,107,35576000
7593,3,7,107,33276000
7589,1,9,109,60371000
7676,3,1,101,81608000
7616,1,7,107,25161000
7729,2,1,101,124531000
7748,4,4,1005,145472000
7805,3,1,101,121211000
7953,2,1,101,209895000
7957,3,7,107,145887000
7925,1,1,101,273436000
8006,4,4,1005,256677000
8003,2,1,101,48682000
8015,3,1,101,48057000
8034,3,1,101,19237000
8050,4,7,107,43810000
7975,1,1,101,47767000
8056,2,1,101,52248000
8117,3,4,1005,81944000
8146,2,7,107,89432000
8174,4,7,107,123152000
8256,4,7,107,78839000
8181,1,4,1005,200604000
8261,3,1,101,142612000
8275,2,1,101,128274000
8304,3,4,1005,42826000
8335,4,7,107,77367000
8342,2,4,1005,64101000
8276,1,7,107,90977000
8385,4,1,101,38363000
8389,2,1,101,46116000
8385,3,4,1005,80593000
8340,1,7,107,63743000
8442,4,7,107,56783000
8434,3,7,107,48400000
8446,2,4,1005,57038000
8376,1,7,107,34205000
8410,1,1,101,33887000
8487,4,1,101,43666000
8489,2,7,107,41913000
8488,3,1,101,52793000
8588,4,1,101,99171000
8594,2,4,1005,105229000
8598,4,4,1005,9385000
8609,3,1,101,121097000
8579,1,7,107,166253000
8712,4,1,101,88981000
8709,2,4,1005,102419000
8642,1,4,1005,56850000
8719,3,1,101,109684000
8786,4,3,103,73871000
8764,1,1,101,121390000
8824,3,4,1005,103388000
8882,2,1,101,172754000
8949,4,7,107,162097000
8956,3,4,1005,131367000
8973,2,7,107,82295000
8916,1,7,107,151202000
9094,2,1,101,114386000
9086,3,1,101,126900000
9030,1,1,101,112386000
9116,4,7,107,165844000
9154,3,1,101,65956000
9162,3,1,101,7313000
9102,1,1,101,71295000
9174,2,1,101,76501000
9202,4,1,101,84511000
9221,3,1,101,57963000
9199,1,7,107,92503000
9270,2,4,1005,74133000
9275,4,4,1005,72102000
9341,3,1,101,118794000
9463,4,1,101,121895000
9447,3,4,1005,105772000
9459,2,7,107,118984000
9388,1,1,101,184638000
9536,3,4,1005,83119000
9575,4,4,1005,110318000
9509,1,7,107,71080000
9616,4,1,101,38693000
9626,2,1,101,117524000
9562,1,4,1005,49274000
9583,3,7,107,46398000
9654,4,1,101,33552000
9758,4,1,101,99138000
9826,3,7,107,198700000
9851,2,7,107,224094000
9844,3,7,107,17858000
9881,2,3,103,27694000
9901,4,1,101,139991000
9827,1,1,101,264182000
9956,4,1,101,54519000
9961,2,4,1005,60359000
9964,3,1,101,89479000
10031,2,1,101,63755000
10051,4,1,101,94222000
10039,3,1,101,73584000
10000,1,3,103,137874000
10068,1,1,101,65669000
10162,4,7,107,110266000
10157,3,1,101,117797000
10188,2,1,101,155933000
10219,4,7,107,55778000
10222,3,1,101,64586000
10269,4,4,1005,49729000
10260,3,1,101,36841000
10274,2,7,107,85606000
10219,1,1,101,149405000
10382,2,1,101,106859000
10375,3,1,101,113637000
10391,4,1,101,120488000
10341,1,7,107,120401000
10461,4,4,1005,66278000
10399,1,9,109,58186000
10466,3,4,1005,87514000
10492,4,1,101,29956000
10500,2,7,107,114376000
10477,1,1,101,75589000
10548,2,4,1005,44280000
10538,3,1,101,72096000
10564,4,1,101,71010000
10593,4,4,1005,28423000
10588,2,7,107,38613000
10603,3,4,1005,63645000
10554,1,7,107,76197000
10634,3,7,107,23954000
10711,2,4,1005,118139000
10797,4,7,107,203503000
10787,3,1,101,152553000
10748,1,1,101,194160000
10870,2,7,107,157406000
10874,3,1,101,85304000
10893,4,7,107,94007000
10899,2,1,101,27855000
10831,1,4,1005,81035000
10974,4,4,1005,72348000
10942,1,7,107,110002000
11029,2,4,104,128938000
10986,3,7,107,108665000
11077,2,1,101,47773000
11096,4,4,1005,120842000
11081,3,1,101,60337000
11081,1,1,101,138242000
11170,3,4,1005,85449000
11199,2,7,107,120480000
11143,1,1,101,60815000
11247,4,1,101,150615000
11392,3,4,1005,211139000
11419,4,4,1005,171091000
11427,4,1,101,6763000
11429,2,7,107,229589000
11368,1,1,101,224778000
11442,3,1,101,48494000
11437,1,1,101,66957000
11501,3,1,101,58601000
11516,2,4,1005,86216000
11557,4,4,1005,128277000
11558,4,4,1005,1314000
11592,4,1,101,32657000
11522,1,7,107,84321000
11597,2,7,107,80175000
11594,3,1,101,91905000
11665,4,4,1005,72067000
11672,4,1,101,6340000
11663,3,4,1005,68521000
11605,1,4,1005,82085000
11692,2,4,1005,87664000
11720,3,4,1005,56501000
11736,4,1,101,62633000
11673,1,1,101,67701000
11747,2,1,101,54389000
11801,4,1,101,58956000
11800,2,4,1005,51997000
11803,3,7,107,82798000
11746,1,4,104,72208000
11858,4,4,1005,56182000
11797,1,4,1005,51106000
11879,2,4,1005,75741000
11872,3,4,1005,68618000
11959,3,1,101,59107000
11983,2,1,101,101943000
12001,4,4,1005,141709000
12015,2,1,101,31412000
12021,4,1,101,19462000
11959,1,4,1005,152969000
12028,3,1,101,62014000
11996,1,1,101,36246000
12072,2,7,107,57164000
12106,2,1,101,32637000
12120,4,9,109,98671000
12106,3,7,107,77920000
12134,4,1,101,13353000
12145,2,1,101,38823000
12093,1,1,101,96425000
12207,4,4,1005,70411000
12205,2,7,107,44298000
12211,4,1,101,2750000
12135,1,1,101,41561000
12140,1,1,101,4698000
12203,3,1,101,96630000
12220,2,4,1005,5017000
12241,4,7,107,29814000
12179,1,9,109,35610000
12271,4,1,101,29865000
12282,2,7,107,55972000
12293,3,1,101,56407000
12344,4,4,1005,71368000
12281,1,1,101,85871000
12285,1,1,101,3170000
12362,3,1,101,67809000
12375,2,9,109,93049000
12316,1,4,1005,27568000
12420,4,1,101,76164000
12346,1,1,101,29674000
12437,2,4,1005,61195000
12443,4,7,107,21966000
12431,3,7,107,68153000
12387,1,4,1005,40661000
12421,1,4,1005,29481000
12505,4,1,101,50619000
12492,3,1,101,60859000
12521,2,1,101,83472000
12535,2,1,101,12863000
12526,3,1,101,32677000
12542,4,4,1005,35697000
12477,1,4,1005,56302000
12585,3,4,1005,58539000
12526,1,4,1005,46272000
12600,2,1,101,64007000
12618,4,1,101,75173000
12629,4,1,101,9997000
12552,1,1,101,26129000
12564,1,4,1005,3997000
12567,1,7,107,3109000
12631,3,1,101,45557000
12642,2,7,107,36932000
12651,4,4,1005,22245000
12675,3,1,101,43230000
12700,4,7,107,41244000
12696,2,1,101,53143000
12634,1,4,1005,65720000
12706,3,7,107,30521000
12765,4,1,101,64816000
12768,2,1,101,71876000
12716,1,1,101,82045000
12789,3,1,101,82973000
12806,4,1,101,37323000
12812,2,1,101,42935000
12754,1,7,107,36862000
12839,4,1,101,32240000
12854,3,1,101,64391000
12880,2,1,101,67564000
12820,1,1,101,64765000
12896,4,4,1005,55868000
12881,3,1,101,25578000
12927,4,7,107,30294000
12920,3,4,1005,37817000
12871,1,1,101,50183000
12986,2,1,101,104327000
12952,1,1,101,79557000
13050,4,1,101,119273000
13068,2,1,101,81155000
13061,3,7,107,140220000
13090,4,1,101,40119000
13018,1,7,107,65746000
13029,1,1,101,10306000
13100,2,1,101,32054000
13090,3,7,107,27941000
13126,4,7,107,34986000
13081,1,1,101,50912000
13166,2,1,101,61597000
13191,4,1,101,63807000
13186,2,1,101,14219000
13175,3,7,107,77314000
13126,1,1,101,42800000
13272,4,1,101,79770000
13279,2,4,1005,93216000
13285,2,1,101,4485000
13214,1,1,101,86460000
13219,1,7,107,4646000
13291,2,7,107,5607000
13288,3,3,103,107979000
13307,4,4,1005,34309000
13372,3,4,1005,83585000
13318,1,1,101,98304000
13396,2,4,1005,105284000
13345,1,9,109,24754000
13414,3,1,101,41302000
13434,4,1,101,126053000
13452,2,1,101,51984000
13395,1,4,1005,49122000
13465,3,4,1005,50472000
13523,2,4,1005,58428000
13535,4,4,1005,100959000
13532,2,1,101,9291000
13538,4,1,101,2186000
13532,3,1,101,66494000
13478,1,4,1005,82812000
13591,2,1,101,58604000
13599,2,1,101,6145000
13600,2,1,101,1322000
13602,2,1,101,1326000
13605,2,7,107,2096000
13612,4,1,101,73949000
13544,1,1,101,64693000
13652,4,1,101,33406000
13653,2,7,107,47612000
13704,3,4,1005,171369000
13697,1,1,101,153081000
13860,3,1,101,153561000
13809,1,1,101,110477000
13897,2,4,1005,243362000
13900,3,1,101,39392000
13848,1,1,101,35262000
13938,4,7,107,285556000
13950,3,1,101,48823000
13968,2,1,101,70075000
13909,1,7,107,59722000
13985,3,4,1005,34245000
14003,2,1,101,32813000
14023,4,1,101,79190000
13951,1,1,101,41339000
14047,3,4,1005,59501000
13987,1,1,101,35464000
14063,2,1,101,57063000
14127,4,7,107,102205000
14175,1,7,107,186996000
14269,2,1,101,186659000
14269,3,1,101,199047000
14290,4,4,1005,137295000
14230,1,4,1005,51372000
14308,2,4,1005,37454000
14314,3,1,101,44673000
14342,4,4,1005,51388000
14345,4,4,1005,1447000
14276,1,4,1005,44839000
14340,3,4,1005,24962000
14360,2,1,101,51210000
14310,1,4,1005,33544000
14370,3,7,107,29670000
14381,2,4,1005,13605000
14387,4,4,1005,40984000
14362,1,4,1005,51072000
14459,4,4,1005,71538000
14464,4,7,107,4632000
14388,1,1,101,25799000
14470,4,4,1005,5246000
14468,2,4,1005,84393000
14405,1,1,101,14528000
14469,3,1,101,72208000
14531,2,4,1005,62247000
14541,4,1,101,67513000
14539,2,1,101,7301000
14557,4,4,1005,15082000
14552,2,7,107,13047000
14484,1,1,101,78193000
14545,3,4,1005,72116000
14561,3,1,101,15744000
14578,4,4,1005,20394000
14503,1,1,101,18011000
14586,2,1,101,33081000
14594,3,1,101,30874000
14536,1,1,101,31301000
14618,2,1,101,30555000
14609,3,1,101,14790000
14629,4,1,101,47480000
14581,1,4,1005,44122000
14657,4,1,101,24460000
14693,2,1,101,74331000
14684,3,1,101,74167000
14678,1,1,101,96577000
14753,2,1,101,58112000
14765,4,7,107,107069000
14750,3,1,101,64838000
14779,2,4,1005,26170000
14797,3,4,1005,34610000
14744,1,4,1005,64789000
14807,3,1,101,9666000
14831,4,1,101,62493000
14830,2,4,1005,49982000
14841,2,1,101,11060000
14780,1,1,101,35014000
14843,3,1,101,34884000
14859,4,1,101,27732000
14862,2,1,101,19704000
14808,1,4,1005,27277000
14895,3,1,101,51323000
14906,2,7,107,41477000
14835,1,4,1005,19727000
14859,1,1,101,22998000
14933,2,4,1005,26944000
14942,4,1,101,82282000
14926,3,4,1005,123000
14871,1,1,101,12338000
14970,2,1,101,34334000
14966,3,1,101,38236000
14984,2,7,107,13904000
14921,1,9,109,48973000
14987,3,4,1005,20049000
15010,4,1,101,67271000
15048,4,4,1005,37914000
15041,3,1,101,53980000
15053,2,4,1005,68575000
15065,2,1,101,10825000
14999,1,1,101,77688000
15079,4,1,101,30816000
15070,3,7,107,27835000
15094,2,7,107,28241000
15156,2,4,1005,61974000
15184,4,4,1005,104312000
15108,1,4,1005,108087000
15182,3,4,1005,111375000
15196,2,4,1005,18231000
15194,3,1,101,11382000
15232,4,1,101,44193000
15158,1,1,101,48717000
15244,4,4,1005,9415000
15168,1,1,101,6146000
15245,2,4,1005,48251000
15252,3,4,1005,57374000
15256,3,7,107,3236000
15262,3,1,101,5424000
15279,2,1,101,33809000
15209,1,4,1005,40301000
15302,4,7,107,57968000
15316,4,1,101,13264000
15300,3,4,1005,36765000
15321,2,7,107,41026000
15258,1,1,101,49069000
15323,3,1,101,22467000
15279,1,4,1005,19922000
15350,2,3,103,20845000
15288,1,1,101,7672000
15366,4,1,101,49441000
15312,1,4,1005,22961000
15396,3,1,101,71569000
15348,1,7,107,34446000
15420,2,7,107,64968000
15428,4,4,1005,61845000
15505,3,4,1005,109073000
15534,4,7,107,103890000
15474,1,9,109,124792000
15546,2,1,101,125061000
15564,4,1,101,29376000
15563,3,1,101,56967000
15581,2,4,1005,34083000
15533,1,4,1005,57847000
15661,4,1,101,96704000
15585,1,1,101,52127000
15646,3,4,1005,82358000
15687,2,1,101,105954000
15695,2,4,1005,6543000
15697,2,1,101,1615000
15699,2,4,1005,983000
15702,2,1,101,2393000
15707,4,1,101,45075000
15633,1,7,107,46891000
15702,3,1,101,47187000
15757,2,4,1005,54409000
15792,4,7,107,84215000
15778,3,7,107,75307000
15722,1,4,1005,88657000
15828,3,7,107,48740000
15847,4,4,1005,54904000
15774,1,1,101,49127000
15863,2,1,101,105333000
15895,3,1,101,66879000
15911,4,1,101,63369000
15915,4,1,101,3577000
15917,4,4,1005,1414000
15920,4,1,101,2056000
15922,4,7,107,1422000
15912,3,4,1005,1115000
15914,3,1,101,1836000
15836,1,4,1005,61220000
15935,2,7,107,71409000
15940,4,1,101,17792000
15910,1,1,101,48805000
15985,2,4,1005,49926000
15980,3,4,1005,65681000
15997,4,1,101,56101000
16041,2,4,1005,55465000
16047,4,4,1005,48960000
16053,2,1,101,11399000
15985,1,7,107,73505000
16063,3,9,109,82230000
16081,4,4,1005,34313000
16085,2,4,1005,31231000
16021,1,7,107,28966000
16121,3,4,1005,56903000
16133,2,7,107,48078000
16073,1,1,101,51083000
16163,4,7,107,80913000
16191,4,9,109,27630000
16128,1,4,1005,54981000
16130,1,4,1005,1093000
16212,2,7,107,77882000
16201,3,1,101,79922000
16218,4,4,1005,26183000
16154,1,4,1005,23074000
16280,2,3,103,67377000
16270,3,7,107,68212000
16295,4,4,1005,76769000
16231,1,4,1005,71251000
16336,4,4,1005,36668000
16271,1,1,101,39799000
16344,2,1,101,62976000
16359,4,7,107,22408000
16345,3,7,107,74412000
16437,4,7,107,77437000
16436,2,1,101,91567000
16435,3,1,101,87588000
16468,4,1,101,30925000
16394,1,4,1005,121711000
16470,2,1,101,33557000
16526,3,4,1005,77172000
16540,2,7,107,60953000
16482,1,1,101,83402000
16568,4,4,1005,99411000
16574,4,1,101,2853000
16568,3,4,1005,41089000
16511,1,1,101,27938000
16594,3,4,1005,23627000
16607,2,1,101,67380000
16633,4,7,107,58152000
16565,1,1,101,53178000
16674,4,4,1005,40642000
16706,1,4,1005,141023000
16716,1,4,1005,7681000
16814,3,1,101,219619000
16828,2,1,101,220091000
16758,1,7,107,40785000
16776,1,4,1005,5882000
16856,2,1,101,26926000
16866,4,4,1005,189769000
16857,3,4,1005,39254000
16885,4,7,107,18756000
16888,4,7,107,1795000
16887,2,1,101,30209000
16890,2,7,107,203000
16888,3,9,109,30532000
16830,1,7,107,53107000
16940,2,4,1005,49892000
16948,4,1,101,60280000
16912,1,1,101,72762000
17009,4,9,109,59617000
17007,2,7,107,65080000
16999,3,1,101,109822000
16957,1,7,107,44135000
17042,4,4,1005,32234000
17045,2,4,1005,36391000
17037,3,4,1005,35272000
17001,1,4,1005,41974000
17085,4,1,101,42065000
17082,3,4,1005,35777000
17099,2,4,1005,53161000
17039,1,7,107,37483000
17139,3,4,1005,56680000
17150,2,1,101,47624000
17156,4,1,101,70291000
17088,1,4,1005,49193000
17102,1,4,1005,12716000
17174,3,7,107,33470000
17114,1,7,107,11992000
17190,4,7,107,34437000
17200,2,9,109,48989000
17213,4,7,107,21646000
17149,1,1,101,34670000
17270,2,1,101,69922000
17200,1,7,107,47770000
17260,3,4,1005,74853000
17287,4,4,1005,73814000
17238,1,4,1005,37957000
17298,3,7,107,37894000
17321,4,1,101,32214000
17324,2,7,107,52675000
17333,4,1,101,8030000
17258,1,4,1005,19485000
17324,3,4,1005,24930000
17293,1,4,1005,34072000
17368,2,1,101,42413000
17327,1,1,101,33336000
17398,3,1,101,74081000
17421,4,1,101,87962000
17440,2,7,107,71926000
17447,4,7,107,25536000
17437,3,4,1005,38181000
17442,3,1,101,2786000
17449,3,4,1005,6542000
17391,1,1,101,63167000
17475,4,4,1005,27108000
17401,1,4,1005,9414000
17475,2,7,107,34079000
17466,3,7,107,16976000
17532,3,1,101,65617000
17557,4,1,101,81709000
17554,2,4,1005,78324000
17487,1,1,101,84948000
17594,4,7,107,36028000
17523,1,4,1005,35447000
17602,4,4,1005,7756000
17527,1,7,107,3291000
17596,3,1,101,62848000
17619,4,9,109,16257000
17625,4,7,107,4051000
17552,1,4,1005,21520000
17614,3,1,101,17320000
17635,2,1,101,80409000
17575,1,9,109,22558000
17670,4,7,107,44309000
17657,3,4,1005,42935000
17671,2,1,101,35599000
17730,2,7,107,47938000
17660,1,1,101,83434000
17745,4,1,101,71957000
17734,3,1,101,76861000
17762,2,4,1005,31387000
17767,4,1,101,21475000
17769,4,4,1005,871000
17769,3,1,101,34320000
17722,1,9,109,56317000
17791,3,4,1005,21530000
17810,4,1,101,33976000
17819,4,1,101,8832000
17814,2,1,101,40605000
17744,1,1,101,20564000
17827,3,1,101,34972000
17866,4,4,1005,46610000
17813,1,7,107,69306000
17871,3,7,107,43688000
17898,2,4,1005,83925000
17834,1,4,1005,19724000
17926,4,7,107,59329000
17922,3,4,1005,39898000
17904,1,1,101,68850000
17979,2,7,107,78132000
18071,4,7,107,144020000
18058,3,4,1005,127008000
18073,2,1,101,93367000
18008,1,1,101,101190000
18109,3,1,101,50399000
18129,4,4,1005,56747000
18126,2,7,107,52588000
18065,1,1,101,56410000
18144,4,1,101,14396000
18135,3,1,101,26175000
18152,2,1,101,25556000
18126,1,1,101,60764000
18192,3,4,1005,56169000
18208,4,4,1005,63679000
18203,2,4,1005,51200000
18164,1,1,101,37499000
18241,2,1,101,34179000
18251,4,1,101,43151000
18248,2,7,107,4771000
18240,3,1,101,48100000
18185,1,7,107,19940000
18312,3,4,1005,71158000
18252,1,4,1005,65775000
18352,4,1,101,100398000
18277,1,4,1005,23529000
18352,2,1,101,103652000
18353,3,1,101,41161000
18455,4,4,1005,101749000
18379,1,1,101,99528000
18440,3,4,1005,85470000
18454,2,1,101,95121000
18487,2,4,1005,33051000
18489,2,1,101,1289000
18492,2,4,1005,2269000
18486,3,4,1005,46159000
18429,1,4,1005,49472000
18513,4,1,101,57016000
18530,2,7,107,36720000
18555,3,1,101,68588000
18572,4,1,101,59267000
18570,2,4,1005,39186000
18504,1,7,107,73938000
18521,1,4,1005,14681000
18595,2,1,101,24685000
18599,2,1,101,3719000
18603,2,1,101,3892000
18605,2,4,1005,842000
18610,4,7,107,36973000
18597,3,7,107,41086000
18542,1,7,107,20974000
18632,2,1,101,26787000
18638,3,1,101,39842000
18662,4,1,101,49946000
18594,1,1,101,50068000
18678,4,9,109,14876000
18673,2,7,107,40615000
18662,3,1,101,23576000
18693,3,7,107,29730000
18721,4,1,101,37931000
18645,1,1,101,42301000
18716,2,4,1005,37677000
18718,3,7,107,24518000
18696,1,4,1005,49978000
18770,2,1,101,42584000
18790,3,4,1005,71011000
18821,4,4,1005,99469000
18789,1,4,1005,92643000
18873,2,3,103,102734000
18871,3,1,101,78784000
18882,2,4,1005,8342000
18873,3,1,101,1271000
18886,2,4,1005,2052000
18887,4,4,1005,64757000
18837,1,4,1005,38110000
18901,3,1,101,25357000
18924,2,1,101,36953000
18944,3,4,1005,41712000
18960,2,4,104,28529000
18959,3,1,101,14623000
18983,4,1,101,72471000
18910,1,1,101,72055000
18982,2,1,101,21683000
19007,3,7,107,47870000
19019,2,1,101,36464000
19026,4,4,1005,40025000
18952,1,1,101,41493000
19038,2,1,101,18537000
19031,3,7,107,23371000
19051,4,7,107,24268000
19065,2,1,101,26875000
19073,4,4,1005,21395000
19057,3,4,1005,25138000
19080,4,1,101,6933000
19064,3,1,101,6835000
19014,1,1,101,61598000
19097,2,4,1005,31394000
19087,3,1,101,22266000
19103,4,1,101,22667000
19138,3,4,1005,50587000
19147,3,1,101,1428000
19166,4,4,1005,54151000
19163,2,1,101,64703000
19102,1,7,107,75300000
19139,1,1,101,36072000
19210,2,7,107,36839000
19220,4,1,101,52639000
19210,3,1,101,62822000
19154,1,4,1005,14586000
19245,3,4,1005,33211000
19263,4,1,101,42512000
19264,2,7,107,49022000
19276,4,4,1005,12535000
19211,1,4,1005,55783000
19284,3,7,107,38507000
19330,4,4,1005,53205000
19342,4,4,1005,12090000
19269,1,4,1005,57443000
19347,2,1,101,67363000
19337,3,4,1005,51606000
19374,2,1,101,25699000
19335,1,4,1005,66011000
19337,1,1,101,1522000
19339,1,7,107,1440000
19427,4,1,101,83862000
19437,2,7,107,62806000
19444,3,1,101,106019000
19489,4,4,1005,60552000
19491,4,1,101,1411000
19493,4,1,101,1336000
19495,4,4,1005,1958000
19497,4,7,107,1834000
19501,2,1,101,61516000
19511,4,4,1005,13598000
19496,3,4,1005,51788000
19441,1,7,107,101240000
19560,4,7,107,47544000
19493,1,1,101,21191000
19568,2,1,101,66575000
19561,3,4,1005,64725000
19589,2,4,1005,20845000
19608,4,1,101,47797000
19543,1,1,101,49522000
19633,4,4,1005,25146000
19636,2,1,101,45890000
19627,3,4,1005,57399000
19590,1,3,103,46546000
19695,2,1,101,58372000
19671,1,7,107,80109000
19743,3,4,1005,115858000
19764,4,4,1005,130139000
19796,2,4,1005,99943000
19788,1,3,103,112289000
19891,2,4,1005,72166000
19836,1,4,1005,46073000
19921,4,1,101,142114000
19934,4,7,107,11634000
19919,3,3,103,174463000
19930,2,4,1005,38343000
19961,2,4,1005,31283000
19964,2,4,1005,2178000
